split,row_index,query_id,cve_id,severity,row_sha256
bigvul_transfer,34,bigvul_transfer:34:663ac142c256,CVE-2016-0839,CRITICAL,663ac142c2566ddd1aac3104f82bd205a2a67daeb7665da6ef422538c5a583c0
bigvul_transfer,35,bigvul_transfer:35:c27015808de0,CVE-2017-15126,CRITICAL,c27015808de031e3e606a60b45c7a89ad267077b4197ecfb84cbe76b5fc7cdea
bigvul_transfer,36,bigvul_transfer:36:db4e4c1b3854,CVE-2014-4502,CRITICAL,db4e4c1b3854afacbe57dee348315cb8b3c4b03197ed7aaf5ee3cdc401be27dd
bigvul_transfer,37,bigvul_transfer:37:38d5532fe8ed,CVE-2014-9421,CRITICAL,38d5532fe8ed5358dac09737cc850249d83bb9fa13dc4d31bf1e947032180b7c
bigvul_transfer,38,bigvul_transfer:38:e08c12a0b988,CVE-2011-3087,CRITICAL,e08c12a0b98835035852da00e709768976b9472e7f6af8a9e9c8fd6619c041f5
bigvul_transfer,39,bigvul_transfer:39:dd42b1abc885,CVE-2016-0826,CRITICAL,dd42b1abc885b7b2f79a33ea719e39ea870ed5162c628b040c483c3e23e8f36f
bigvul_transfer,40,bigvul_transfer:40:9fae9ae859fe,CVE-2012-5139,CRITICAL,9fae9ae859fe5ee8c40ea3fd11a1bfbcd925196fd88dc694c8429010df06c79a
bigvul_transfer,41,bigvul_transfer:41:f98b7802a90d,CVE-2016-2324,CRITICAL,f98b7802a90d4f9c76812a97cf36ad127133038abf9557c25dab3df3f480b223
bigvul_transfer,42,bigvul_transfer:42:5939472e40da,CVE-2016-2476,CRITICAL,5939472e40da095858075534411a90fba8d2288439f6636e2350a7afd6264654
bigvul_transfer,43,bigvul_transfer:43:90c64abeb22e,CVE-2016-1621,CRITICAL,90c64abeb22e5200003332ea939a802725fc4630c43b29484b5801ca55319966
bigvul_transfer,44,bigvul_transfer:44:50aa7e61ea91,CVE-2014-9803,CRITICAL,50aa7e61ea91a8fb64ce5915d6d2b14c2f4dcccd034df268d0ec8733c2ba802c
bigvul_transfer,45,bigvul_transfer:45:c4e23dcc95b8,CVE-2016-1620,CRITICAL,c4e23dcc95b84207feb309c7f149094820dc9d4eb412a1b8aac2f42bb603dbdc
bigvul_transfer,46,bigvul_transfer:46:955be0bddd01,CVE-2016-2449,CRITICAL,955be0bddd014a131a5c1f5846eeaf07e2cd25894517b1450fde8c559e67d436
bigvul_transfer,47,bigvul_transfer:47:2b72985554d0,CVE-2016-2449,CRITICAL,2b72985554d070382c3f4a385ff06bee1a992586c143cdf7bdc1e173e73f4e3e
bigvul_transfer,48,bigvul_transfer:48:65a1e8440c51,CVE-2011-3091,CRITICAL,65a1e8440c51a825d3bbb095a753fb7e7518fb313f4bff1807285dc9b7ffc7c3
bigvul_transfer,49,bigvul_transfer:49:b07d2d8439e1,CVE-2016-3913,CRITICAL,b07d2d8439e1b7c9de19e52a76460f72d895b974da1d8962b7cddce7b6ae9796
bigvul_transfer,50,bigvul_transfer:50:6796c32c9247,CVE-2016-1639,CRITICAL,6796c32c92472debd30ec67a08e9e5a96bcc23a133db0418c0edc350e8d8d422
bigvul_transfer,51,bigvul_transfer:51:211f50b309e6,CVE-2016-2324,CRITICAL,211f50b309e6ef4ae80790fc3de9459280f5ecfb81d9456653b0219b2c3cb127
bigvul_transfer,52,bigvul_transfer:52:d1271848d342,CVE-2016-1621,CRITICAL,d1271848d3426633b8a293d9f0e5caf05cf7ba5b00e3f9e48baf20269b113f83
bigvul_transfer,53,bigvul_transfer:53:d0e22ef87d06,CVE-2015-3849,CRITICAL,d0e22ef87d069f54fce01a2c7d791f035517cc76fab1780691a5b5d45c385832
bigvul_transfer,54,bigvul_transfer:54:3d0a04137521,CVE-2012-5108,CRITICAL,3d0a041375212ea934120a338646d779fdbbdc662a6fe2cd305b95842e83b596
bigvul_transfer,55,bigvul_transfer:55:a4e0054d352a,CVE-2016-1621,CRITICAL,a4e0054d352a6c20f69c8f957de6dadf1e731a159d0bd8c0e0214a8642cab508
bigvul_transfer,56,bigvul_transfer:56:6d5c1658e75f,CVE-2009-0946,CRITICAL,6d5c1658e75f2638bf8c8506e3330bc7f855b6b17e40067d103fd8c654f4eb94
bigvul_transfer,57,bigvul_transfer:57:9d305c92c719,CVE-2013-0842,CRITICAL,9d305c92c719bf489e2a2795174459a2bd972ddb4c27cce428d50e62973055a4
bigvul_transfer,58,bigvul_transfer:58:a4441127ebaf,CVE-2016-3861,CRITICAL,a4441127ebafacd6ef66896d4b0fe3fdecf10f4c42c6afd612c4838ad0dfeb66
bigvul_transfer,59,bigvul_transfer:59:36a69f59147b,CVE-2014-4502,CRITICAL,36a69f59147bd42efae112d3952efd934aaf0a82f4d86fcba1c9785eca14e08a
bigvul_transfer,60,bigvul_transfer:60:f2ae8ae3b838,CVE-2016-7912,CRITICAL,f2ae8ae3b838e3ed3d97436ab1f84ae8e85f8f3cc5ac47b9b4b0452a0f8207d3
bigvul_transfer,61,bigvul_transfer:61:a4d33f361e16,CVE-2017-16820,CRITICAL,a4d33f361e1695833e7379bd69fbe8ac53ff582edd44cb0ef76916e035e2a429
bigvul_transfer,62,bigvul_transfer:62:79d818ba629b,CVE-2015-0278,CRITICAL,79d818ba629b13dc7255b8c3f1c45a6bf956cb7a6a252463f6bdb22e5efaca7b
bigvul_transfer,63,bigvul_transfer:63:34edb1620916,CVE-2016-2464,CRITICAL,34edb1620916f6fee2308eeab68713cf22b23dd87d7856821891577ed9d75d94
bigvul_transfer,64,bigvul_transfer:64:5c85815b6bae,CVE-2011-3193,CRITICAL,5c85815b6bae92934181837c22b903095031427d7b315b93892aeaddab0bd295
bigvul_transfer,65,bigvul_transfer:65:644f9ce372e4,CVE-2016-2496,CRITICAL,644f9ce372e49f215cbc4c698f3a0794fe3a2611fe13171b5e17fbea3a37d380
bigvul_transfer,66,bigvul_transfer:66:da181382d54f,CVE-2017-0596,CRITICAL,da181382d54fe52ffbf3dc15c8bb930c4e63a7cd0fc40e36929f824a2bea11d1
bigvul_transfer,67,bigvul_transfer:67:bee80178ef91,CVE-2016-1621,CRITICAL,bee80178ef9179cb5557cf195058d183c2c9ba8f36001e4c0332d541e36b1c00
bigvul_transfer,68,bigvul_transfer:68:7a3494ba1ae2,CVE-2012-2844,CRITICAL,7a3494ba1ae25d7147443f15112bc322ffc08fa06e0642e10fbafac2235cc2fd
bigvul_transfer,69,bigvul_transfer:69:1d3ed1ea6435,CVE-2016-2419,CRITICAL,1d3ed1ea643545db4243c97c9bf6a7f50d1e4dab32faef4f1c3aa6d6634deef2
bigvul_transfer,70,bigvul_transfer:70:7a9a07ec02f1,CVE-2015-6787,CRITICAL,7a9a07ec02f18983004bf7139c56ce63b3a80cb427b9a57ef66e54df5499a65d
bigvul_transfer,71,bigvul_transfer:71:334215c725c5,CVE-2016-1621,CRITICAL,334215c725c5971cb68f6edfed624100f894ad8947f02d3cd34926cdd50e3666
bigvul_transfer,72,bigvul_transfer:72:2e026cfe0a07,CVE-2016-2324,CRITICAL,2e026cfe0a07abd43fba5e20ad5098735f4aa8a22dacffea3cd0d36a52eab184
bigvul_transfer,73,bigvul_transfer:73:aefcb46981b7,CVE-2013-2870,CRITICAL,aefcb46981b7d015050097e87f8272b139c8675f7dd57e51049d23508bd9927c
bigvul_transfer,74,bigvul_transfer:74:186ab69a878f,CVE-2015-6640,CRITICAL,186ab69a878fa9de86b6ba7f71c8a0d27917638c4f218797b22d27f025dc3774
bigvul_transfer,75,bigvul_transfer:75:335c4a183c73,CVE-2016-3916,CRITICAL,335c4a183c73768917d85a893fa84cb68ad0f0371b84f1ea8610f1bb1aadad56
bigvul_transfer,76,bigvul_transfer:76:bf8abf33c03c,CVE-2016-1647,CRITICAL,bf8abf33c03c8fb405a0a25e464af246dfa6713e80a0d4e5a29c61875d372f48
bigvul_transfer,77,bigvul_transfer:77:bc367ce82cb0,CVE-2016-7912,CRITICAL,bc367ce82cb098c5213078e2a61f89900f2cba551cd59c436cf16ab6fd5453ca
bigvul_transfer,78,bigvul_transfer:78:462872b72720,CVE-2011-3097,CRITICAL,462872b7272044eb655ab1c38b65ca3032dcfc99dbb168b0777ef7256e3b7bfe
bigvul_transfer,79,bigvul_transfer:79:f105daa74827,CVE-2009-3604,CRITICAL,f105daa7482773630402938c9c6e908ed008c371d612c652b1cb5a77ae1f33b9
bigvul_transfer,80,bigvul_transfer:80:c66979a181d9,CVE-2015-6791,CRITICAL,c66979a181d95b9b2a1ffb21e624488d841f3a9da53555f6a4c0dd721c708cda
bigvul_transfer,81,bigvul_transfer:81:f38defa82758,CVE-2016-10150,CRITICAL,f38defa827582e2ba2f4b3889cd8ce7037a7ae5c75fe5c212c9c188e68b575ab
bigvul_transfer,82,bigvul_transfer:82:337188d92a53,CVE-2016-2496,CRITICAL,337188d92a53d5091c76739177de1a4b34d3c675d6318fa5fefa8d55a9a95505
bigvul_transfer,83,bigvul_transfer:83:5324f9f517c3,CVE-2016-0826,CRITICAL,5324f9f517c3791a837ab6bdc4c46df63d28171351741ae697cf13aa1391fb2d
bigvul_transfer,84,bigvul_transfer:84:3f4beb538e94,CVE-2016-3861,CRITICAL,3f4beb538e94e82e287d51be427bfc151d4af5a13fa46d7f2e2c13d5003aaa94
bigvul_transfer,85,bigvul_transfer:85:f74bb98b6e84,CVE-2016-1621,CRITICAL,f74bb98b6e84b49827bc7042e914bef97279d7e2773367661234932fc5d83819
bigvul_transfer,86,bigvul_transfer:86:387b61d5aa34,CVE-2012-5139,CRITICAL,387b61d5aa3476eb861427c50469e0bb43f1e522bb51febbef045e5786e3fc64
bigvul_transfer,87,bigvul_transfer:87:737eddbad26a,CVE-2012-5140,CRITICAL,737eddbad26a0edd2efe79ed5699b0276506fe7c78dbd4fa32866d35c29e5a21
bigvul_transfer,88,bigvul_transfer:88:6f46d824cf28,CVE-2015-6787,CRITICAL,6f46d824cf284e80b444f68e87b56a1e15474bd84bb8c24f59be4f4318223dc4
bigvul_transfer,89,bigvul_transfer:89:76e81aa0f06e,CVE-2009-0946,CRITICAL,76e81aa0f06e806bd946b053c817f863afdc36b069930bda32e5e7895440fb2f
bigvul_transfer,90,bigvul_transfer:90:200ac46c1570,CVE-2016-3861,CRITICAL,200ac46c1570f67c97a5b91f9f2fda9f3bce5f3b5b2c2d69cf6c9f97f2d8d7b5
bigvul_transfer,91,bigvul_transfer:91:08588d8ec3af,CVE-2016-3861,CRITICAL,08588d8ec3afdacdd08bc4b4aa1c4ddc63e9b8bc710977283c6f297769b9fcda
bigvul_transfer,92,bigvul_transfer:92:fe65018a66da,CVE-2016-1643,CRITICAL,fe65018a66da5407cc4d0c788c00ebc2996856663f04193ed26dc019d8a281b3
bigvul_transfer,93,bigvul_transfer:93:0fa18f49f50f,CVE-2016-7912,CRITICAL,0fa18f49f50fd1247d6724c9e915ace0efb92276032a5445163011c421e04521
bigvul_transfer,94,bigvul_transfer:94:78ffc737156e,CVE-2016-2464,CRITICAL,78ffc737156e73ce45206c660e8449ddcd65dfeb070bb123c6396c68adf53d1f
bigvul_transfer,95,bigvul_transfer:95:244935d29f8e,CVE-2011-2895,CRITICAL,244935d29f8e288d208d179b543a9e9b94c281f2589b3c42c7a76549b5d6fa78
bigvul_transfer,96,bigvul_transfer:96:76ce7d083811,CVE-2019-5788,CRITICAL,76ce7d083811edd716baef8a48ceb45ad85ac53dbdd49a1f16eff3afd70c6d4c
bigvul_transfer,97,bigvul_transfer:97:ea6cb27ae6c8,CVE-2011-3193,CRITICAL,ea6cb27ae6c802381dc7d8fb37215aab9f7fcc1005afafcbeca28c7cf5f6431d
bigvul_transfer,98,bigvul_transfer:98:b2afff4540b6,CVE-2016-2464,CRITICAL,b2afff4540b6d2af76d0de19cdc82d38b5f3e120c9bd095e2e5b8c8dbb8f2184
bigvul_transfer,99,bigvul_transfer:99:ff4101d4f7c0,CVE-2016-1621,CRITICAL,ff4101d4f7c08e50eef5bbc11d20bb3e6212aa9419f38943fefad90dc69384af
bigvul_transfer,100,bigvul_transfer:100:341399b1ba61,CVE-2016-0839,CRITICAL,341399b1ba619cbb0f5e189fee6cb1bc101013f3c2cd7c1f6c7cf6188d99d97c
bigvul_transfer,101,bigvul_transfer:101:763568acf942,CVE-2011-3099,CRITICAL,763568acf942211b0915568e9061fc599f94754d5cec0948d186b2ab49b32dde
bigvul_transfer,102,bigvul_transfer:102:aaf1dbddd1e1,CVE-2016-1620,CRITICAL,aaf1dbddd1e1eeeddc3bd2fb7008f84185dfb78defe2cb74b75091ba2e7fd9cb
bigvul_transfer,103,bigvul_transfer:103:6bfe1895e229,CVE-2015-4601,CRITICAL,6bfe1895e229bfbc7db0be536eb0cc6189cf593e55168cd096eb3f098a4fd528
bigvul_transfer,104,bigvul_transfer:104:5bc82f55fdeb,CVE-2011-3101,CRITICAL,5bc82f55fdebe531fc3442a26ca409c5a7b731dc77e02619453852005f034d99
bigvul_transfer,105,bigvul_transfer:105:8b0e7bf99708,CVE-2013-0840,CRITICAL,8b0e7bf997085b5ed57aba271c0bf7f1064e26b1e5191066f49236b9c0a6ce64
bigvul_transfer,106,bigvul_transfer:106:7914871f7387,CVE-2016-2449,CRITICAL,7914871f7387e9c25a4c197fd2722d18adea1176df0014452d688d20cdbb8b94
bigvul_transfer,107,bigvul_transfer:107:89fd18f105ec,CVE-2016-1621,CRITICAL,89fd18f105ecdeeb9f8f98cfd1c2cf164e6f4cf24cdf2b6c62a939fa7d623ae1
bigvul_transfer,108,bigvul_transfer:108:d2192eb8aa60,CVE-2013-0840,CRITICAL,d2192eb8aa60bb849e0aa67b555ec3676981fa65bc1d133acd075b686b72e97a
bigvul_transfer,109,bigvul_transfer:109:8c0407ac2d19,CVE-2018-9476,CRITICAL,8c0407ac2d195bd1f9e940efb93a516f103c40c6f66b2e5520f21e2bef14b798
bigvul_transfer,110,bigvul_transfer:110:9bb78ccff1cc,CVE-2016-7117,CRITICAL,9bb78ccff1cc71000551f661d121a03621bbf068109ba0018e8ee3acc4ba49a5
bigvul_transfer,111,bigvul_transfer:111:c35c1785e828,CVE-2019-1010298,CRITICAL,c35c1785e82872d8c1a9c07f386cee09fcb6d51eb3705dab89a364191a84024c
bigvul_transfer,112,bigvul_transfer:112:2320994bab97,CVE-2016-2449,CRITICAL,2320994bab9794305e4458087232862539d973ca874478e021998121926a47a3
bigvul_transfer,113,bigvul_transfer:113:fd8d84f623d3,CVE-2016-3913,CRITICAL,fd8d84f623d370f54256e283f51c4edd356a745e4100adec851301313453bbfb
bigvul_transfer,114,bigvul_transfer:114:edf7954b6948,CVE-2016-2464,CRITICAL,edf7954b6948f4e1854907b19c4d665a4b77a67c061801d8512a832744baff7d
bigvul_transfer,115,bigvul_transfer:115:07e8e445b619,CVE-2016-3861,CRITICAL,07e8e445b619fb439eb255e7975a07415e0ecc74a38b243ced2e0bee8df3f98a
bigvul_transfer,116,bigvul_transfer:116:6bed3d25b0bc,CVE-2012-2844,CRITICAL,6bed3d25b0bc370bbbc9403cccd5663ab600483ee3311347056485e86326cb33
bigvul_transfer,117,bigvul_transfer:117:b9f0136c999d,CVE-2014-9803,CRITICAL,b9f0136c999d1b23b17e55e098bc4ae9d3ad54b6ceb91fb323537625f33610ed
bigvul_transfer,118,bigvul_transfer:118:f48813e9833a,CVE-2018-6140,CRITICAL,f48813e9833ae50dc488b1ac88c59b6bc5816f54229279e137a14de0636589ac
bigvul_transfer,119,bigvul_transfer:119:14fe4f14b4de,CVE-2015-6791,CRITICAL,14fe4f14b4dee849d67fbde9b3232c6eab2f00481280f70f558c2ccf2af1ef3d
bigvul_transfer,120,bigvul_transfer:120:0130f83edbe5,CVE-2016-2419,CRITICAL,0130f83edbe55b3c7b93fa24a5afb0d499b13774ac4b1779e029df6df8c2276c
bigvul_transfer,121,bigvul_transfer:121:c1287c27a958,CVE-2011-3099,CRITICAL,c1287c27a958e29598fa79246c450f2f3c741aa73841fab57ef915da4d108daf
bigvul_transfer,122,bigvul_transfer:122:d54129a7d1ec,CVE-2011-3108,CRITICAL,d54129a7d1eccfe081c7c447f2e086f7f3ecf6e3f7c68f4319d6d3813741cd41
bigvul_transfer,123,bigvul_transfer:123:3fc6d25632f0,CVE-2015-3842,CRITICAL,3fc6d25632f04c93db7a58e21df6aee75e10b5642b80c34440bfcb8f1f305a94
bigvul_transfer,124,bigvul_transfer:124:eb874285df81,CVE-2016-2464,CRITICAL,eb874285df8162bf08ca2da3932605621416373228e0a87100d6967de3abc983
bigvul_transfer,125,bigvul_transfer:125:95c4506ad0b3,CVE-2013-0842,CRITICAL,95c4506ad0b35c99107749864787bc14bd872007f50d374179b44afa8e2ce4ae
bigvul_transfer,126,bigvul_transfer:126:01f2ef12e032,CVE-2017-0592,CRITICAL,01f2ef12e0327df7f9ac362bc5eae7567d8b262537b8c0cd7682c0b7316d6330
bigvul_transfer,127,bigvul_transfer:127:445781fa2c2e,CVE-2019-11815,CRITICAL,445781fa2c2e96b1f6512c96aa0402f79cc9f47dda1279a853ed6cbc7eec93e5
bigvul_transfer,128,bigvul_transfer:128:d8def98612ae,CVE-2011-3097,CRITICAL,d8def98612ae1016e7604befa2be390f293cab650d3a53de12e8edd7e0726f41
bigvul_transfer,129,bigvul_transfer:129:02b0c94b5a11,CVE-2016-10150,CRITICAL,02b0c94b5a114e9b92626af19e808dadbe3e38d4a252a571b1c5abafcb5eb5f5
bigvul_transfer,130,bigvul_transfer:130:cd572930922a,CVE-2016-1621,CRITICAL,cd572930922a83d8e989f51edf4b07920aee2d597ee837a7de7a50184fe912ce
bigvul_transfer,131,bigvul_transfer:131:aa2d9c66f4be,CVE-2019-13638,CRITICAL,aa2d9c66f4bed380a62e24914a86f3bbc88b1030afff4ed7f19fdc16713f1e9c
bigvul_transfer,132,bigvul_transfer:132:b199bc37a824,CVE-2015-4335,CRITICAL,b199bc37a8247b91faa823b6f700fc643e5617e677e4bb8d33b90c059ea5da0c
bigvul_transfer,133,bigvul_transfer:133:879d0a862a65,CVE-2014-9922,CRITICAL,879d0a862a651a622b0c89bba9cf3e7904d647099b6734956efded003cbfd507
bigvul_transfer,134,bigvul_transfer:134:d740013773b5,CVE-2015-6787,CRITICAL,d740013773b575de77f91f87f312848e942ca18d4c71d0851d9cf9c437b9f25a
bigvul_transfer,135,bigvul_transfer:135:50cf85d086bc,CVE-2016-2324,CRITICAL,50cf85d086bc5cdade83eb066555e277fc5dc36c8900ecfb74021f33873ff1b6
bigvul_transfer,136,bigvul_transfer:136:07921f1d7f6b,CVE-2011-3193,CRITICAL,07921f1d7f6b3a4be101fd3c3d050bb0b1e8e6bc007a6863df4b1a0887b03d67
bigvul_transfer,137,bigvul_transfer:137:2e9247ce6d13,CVE-2012-5143,CRITICAL,2e9247ce6d137e8ddebbb7445a2401103c2a771f36336c2aaccf986de6cac3b0
bigvul_transfer,138,bigvul_transfer:138:cfd0abce2a52,CVE-2016-0826,CRITICAL,cfd0abce2a5283809b8f60858e592a41392109c9df2cdf12545f21cc7a463c91
bigvul_transfer,139,bigvul_transfer:139:3287bca1bfb0,CVE-2016-7911,CRITICAL,3287bca1bfb04b62f953664681122f4822debbe877522d067c9ea3eb2fd28e9e
bigvul_transfer,140,bigvul_transfer:140:402212c60563,CVE-2016-0827,CRITICAL,402212c60563663bef3ac73f6054a8ab182e8c53957e848eedbfe53b5fa00c96
bigvul_transfer,141,bigvul_transfer:141:f0f365088b0a,CVE-2016-1621,CRITICAL,f0f365088b0a44d069bb5d6ab9ff8a386c12e1acf723726f606efcd11a10f4a7
bigvul_transfer,142,bigvul_transfer:142:f7fb4dc955f2,CVE-2016-2464,CRITICAL,f7fb4dc955f221f28ee9df249d0b72dc136547642a44595933b6a2baf6fe55e1
bigvul_transfer,143,bigvul_transfer:143:ed6d482e66dc,CVE-2015-3331,CRITICAL,ed6d482e66dcb10b251354be4cce7b76b388cfdfd8592d8d87ce28c86075bc9f
bigvul_transfer,144,bigvul_transfer:144:ecd0c7704137,CVE-2015-6765,CRITICAL,ecd0c770413784b252a403c4144301e073c12d862414caf8a6d96a04353f8154
bigvul_transfer,145,bigvul_transfer:145:2baed690761d,CVE-2016-2464,CRITICAL,2baed690761dab601ab77c0d1f748e9acfefb2fe1d69f5cacb1a6f71b34fb001
bigvul_transfer,146,bigvul_transfer:146:d765e17e4bfc,CVE-2013-0842,CRITICAL,d765e17e4bfc5351696346d4a601c2dd3de526fefe8e71faab07bbe8db5a318a
bigvul_transfer,147,bigvul_transfer:147:7dc3f7461274,CVE-2013-2884,HIGH,7dc3f74612741dbb0543e87e549f5794ad7c8b886a28fd5331393ba60edd6b32
bigvul_transfer,148,bigvul_transfer:148:c72cb90cea88,CVE-2017-2647,HIGH,c72cb90cea8809f1c56b9cb992dd36a7e525e6b21ff9c22ec7625ede8167a1fd
bigvul_transfer,149,bigvul_transfer:149:b4fba3fa073c,CVE-2013-2885,HIGH,b4fba3fa073c060e54cc9cca9b39e2ae9e612835cfa8b98eed17f3a5bb6e9287
bigvul_transfer,150,bigvul_transfer:150:aa582e4d2953,CVE-2015-1265,HIGH,aa582e4d2953a2d2d2855e986256ccd9981c18ec597ef4f9b5cce144e8acea46
bigvul_transfer,151,bigvul_transfer:151:8ac4872d40cc,CVE-2019-15946,HIGH,8ac4872d40cc5b8d304879bd0af6dd673c4413a235b2f732c14639f6956a0953
bigvul_transfer,152,bigvul_transfer:152:47e2f41db8b3,CVE-2015-8963,HIGH,47e2f41db8b3f762c70879bbe3fdf55e0063320cd2b72516fbbe7ec933751c12
